Inter.Layer,mean,count,std,ci95_hi,ci95_lo,interven_eff
Intervención completa,57.58299946784973,10,0.5553186478915672,57.925433459977704,57.24056547572176,0%
Intervención sobre comunidad,57.83399939537048,10,0.6843847371118533,58.25602123557064,57.411977555170324,0%
Intervención sobre sitios de trabajo,58.6080002784729,10,0.6010139191891398,58.9786119920428,58.237388564903,0%
Intervención completa,50.76399952173233,10,1.2562040270831079,51.53863037836673,49.98936866509793,20%
Intervención sobre comunidad,53.66499960422516,10,0.6959282225907123,54.09413966714412,53.2358595413062,20%
Intervención sobre sitios de trabajo,55.41800081729889,10,0.8726436673338436,55.95611142432585,54.87989021027193,20%
Intervención completa,35.81099987030029,10,1.9286691046076292,37.00030237885504,34.62169736174555,40%
Intervención sobre comunidad,48.72700035572052,10,1.2088198689919212,49.47241204876228,47.98158866267876,40%
Intervención sobre sitios de trabajo,52.050999999046326,10,0.49480428122075404,52.356118161355035,51.74588183673762,40%
